NAME	sulfate assimilation	response to hypoxia	DNA-binding transcription factor activity	ribonuclease activity	nucleobase-containing compound metabolic process	transcription, DNA-templated	regulation of transcription, DNA-templated	steroid biosynthetic process	cellular iron ion homeostasis	response to oxidative stress	macromolecule biosynthetic process	response to temperature stimulus	cellular response to starvation	response to pH	response to heat	response to toxic substance	negative regulation of metabolic process	response to organic substance	response to inorganic substance	response to metal ion	cellular response to iron ion starvation	response to acidic pH	gene expression	regulation of gene expression	positive regulation of macromolecule biosynthetic process	positive regulation of macromolecule metabolic process	negative regulation of macromolecule metabolic process	RNA metabolic process	heterocycle biosynthetic process	nonribosomal peptide biosynthetic process	regulation of nucleobase-containing compound metabolic process	regulation of metabolic process	siderophore biosynthetic process	aromatic compound biosynthetic process	catechol-containing siderophore biosynthetic process	urea metabolic process	cellular homeostasis	regulation of cellular metabolic process	negative regulation of cellular metabolic process	regulation of cellular biosynthetic process	negative regulation of cellular biosynthetic process	positive regulation of cellular biosynthetic process	response to nutrient levels	response to lipid	cellular nitrogen compound metabolic process	nucleobase-containing compound biosynthetic process	response to decreased oxygen levels	regulation of growth	homeostatic process	macromolecule metabolic process	cellular nitrogen compound biosynthetic process	secondary metabolite biosynthetic process	negative regulation of transcription, DNA-templated	positive regulation of transcription, DNA-templated	negative regulation of growth	negative regulation of nucleobase-containing compound metabolic process	positive regulation of nucleobase-containing compound metabolic process	response to copper ion	positive regulation of biological process	negative regulation of biological process	positive regulation of cellular process	negative regulation of cellular process	chemical homeostasis	regulation of cellular process	chaperone cofactor-dependent protein refolding	regulation of nitrogen compound metabolic process	negative regulation of nitrogen compound metabolic process	positive regulation of nitrogen compound metabolic process	negative regulation of RNA metabolic process	transition metal ion homeostasis	cellular chemical homeostasis	regulation of macromolecule metabolic process	cellular response to chemical stimulus	response to nitric oxide	nitrogen cycle metabolic process	response to host iron concentration	regulation of primary metabolic process	nucleic acid metabolic process	inorganic ion homeostasis	transcription regulator activity	organic cyclic compound biosynthetic process	response to nitrogen compound	response to oxygen-containing compound	cellular response to oxygen-containing compound	regulation of cellular macromolecule biosynthetic process	positive regulation of transcription regulatory region DNA binding	reactive nitrogen species metabolic process
negative regulation of nucleobase-containing compound metabolic process	-0.02128830978161017	-0.042009746261133546	0.15412570878122492	-0.0022792834502655224	0.11460391593317763	0.27431912418339655	0.28220523187766977	-0.027000290951410145	-0.03690154286623125	0.114793213149523	0.1604017061713729	0.0041753653444694915	-0.05056437551619635	0.010373443983403226	0.010373443983403226	-0.05826949642094583	0.7903296703296699	0.0041753653444694915	0.09274821039526894	0.1406242391780687	-0.029652351738241194	-0.034594946318186735	0.15250370588420822	0.22244826102265194	0.1569459172852587	0.14639965913932737	0.7973065733991436	0.17755803464379913	0.18850715939700405	0.017134800997722143	0.3027771977448316	0.23117386143562188	0.024539877300614552	0.18530216887765857	0.03268519623046477	-0.014959056031981733	0.08574222569919934	0.2649629760946938	0.8699209162803377	0.2570199631317966	0.8424066664219375	0.1569459172852587	-0.05222167199387734	0.04168759417378195	0.0755011715699037	0.20198789548787088	-0.04465073709672074	0.029195031230262538	0.07195036892918782	0.07421251635349427	0.13113061435209108	0.10406619625361845	0.9421280381768916	0.12968421052631665	0.030487804878047548	1.0	0.124529687069837	0.08402676752982113	0.150361283817845	0.5745896304866582	0.14140399346979798	0.8284901774915826	-0.048842105263156396	0.2145431114717323	-0.018206931190354544	0.26962603285834486	0.9150610776737058	0.14639965913932737	0.9620615604867576	-0.043244855353412444	-0.04122036651606497	0.22886836027713606	-0.06590160209067084	0.013679020200413707	-0.034594946318186735	-0.014959056031981733	0.26962603285834486	0.14742328776698257	-0.045186736134782066	0.1784565582785165	0.16874049572099337	0.0012660076934312865	0.013600572655690363	-0.03218110192531687	0.07862742870128421	-0.014959056031981733	-0.029652351738241194
positive regulation of nucleobase-containing compound metabolic process	-0.019492177481404884	0.018022917071275353	0.20175831428100025	-0.053858018258368175	0.07498910787052465	0.19047765983707732	0.1962235625757886	-0.02417495029821137	-0.0318191333472881	0.1650804069576652	0.10948195862219544	0.14647239263803766	0.013330268903700562	0.0957345971563974	0.0957345971563974	0.0021429664778811913	0.07809591982820434	-0.03642638036809702	0.02171552660152001	0.021508049978243376	-0.026279391424618822	0.038583357327957694	0.10400195268972394	0.15313763966200783	0.8956350508697076	0.9004175365344476	0.08624121999774728	0.12144520254381572	0.12912292502462322	-0.03008926000575904	0.2051962478400395	0.15456805865476597	-0.026279391424618822	0.12687205819426578	-0.02191825972313783	-0.014049357611609583	-0.049824397096698725	0.17828881948432085	0.09523433177902563	0.17793751565054694	0.11250054086798629	0.8956350508697076	0.010872611107997397	-0.016876887546634516	0.04905124564347497	0.13862205613102266	0.05040754235059949	-0.054445718028492004	-0.052615637575180924	0.048202730822952476	0.08925791385573424	0.027746728910512938	0.13810616789568902	0.971883289124668	-0.04364949130291953	0.124529687069837	1.0	-0.02417495029821137	0.6479704797047974	0.059468412335357816	0.8783101178631566	0.08624121999774728	-0.040318302387266636	0.14300281635427806	-0.016876887546634516	0.18158614919955196	0.10521489015798988	0.9004175365344476	0.13339070567986222	-0.03642638036809702	-0.034979288579130845	0.1615112160566707	-0.008365942517878823	-0.0318191333472881	0.038583357327957694	-0.014049357611609583	0.18158614919955196	0.10350060805853446	-0.03779449244732037	0.26959011118261955	0.11528647384809057	-0.03779449244732037	-0.0034423407917385357	0.04266706310859992	-0.051275131561193586	-0.014049357611609583	0.047026279391426624
response to copper ion	-0.014585232452145474	-0.028499109402830684	0.04236590136929935	-0.02791174961518647	-0.009162102676971835	0.013309173708769887	0.014398163332240518	-0.01705756929637335	-0.020539152759947756	0.04578795287841876	-0.001613544936121157	0.06653620352250837	-0.02417495029821137	-0.02120501580181328	0.0760526047507397	-0.025806451612902088	0.051609628156860085	-0.022365110427730556	0.3456790123456783	0.6590421729806991	-0.01807909604519857	-0.01980420839428047	0.007635388739946475	0.019406298824109793	-0.024894420982440404	0.04064082113877548	0.056973400431344426	5.414822487993788E-4	0.0019333129397371784	-0.01980420839428047	0.013309173708769887	0.016802776110835818	-0.01807909604519857	0.0015245562452358287	-0.015902314354680737	-0.011307420494696139	-0.026787849796700222	0.02228701752360065	0.06304795669046077	0.010946790669309358	0.07518311072813386	-0.024894420982440404	-0.024547407180114826	-0.013069759843158803	-0.01342968600115117	0.0036649281750961954	-0.028756290438533696	-0.028068768482780462	0.07518311072813386	-0.0068335039356181805	-0.005219206680584503	-0.02181110029210861	0.09441842804708175	-0.023774145616642994	-0.024894420982440404	0.08402676752982113	-0.02417495029821137	1.0	0.016218243179899526	0.024881724198353005	0.0383064516129054	0.056973400431344426	0.1337295690936085	0.01415789017734524	-0.013069759843158803	0.02305576686757558	0.0699846074910221	0.04064082113877548	0.09075816270060669	0.1554375174727429	-0.02181110029210861	0.018399709478271194	0.02686161169670249	-0.020539152759947756	-0.01980420839428047	-0.011307420494696139	0.02305576686757558	-0.0043935129881959665	0.14760543245174995	0.037243500408477064	-5.700084361250398E-4	-0.022873481057900557	0.03209739900387369	0.09423213861856072	-0.027201632097926143	0.1572438162544191	-0.01807909604519857
positive regulation of biological process	-0.02220923436586722	-7.79283059584374E-4	0.11670301633677632	0.03879093198992522	0.06864659336142229	0.20561018348225285	0.21261606484893175	-0.028499109402830684	-0.03975935129479569	0.11956153237653902	0.12265543127232294	0.11084876351435319	-0.019032821907166736	0.039418998243284604	0.08029478555207971	0.0030270270270265544	0.12338488506884523	-0.04722256741642917	0.003869541182973414	0.028196560997474796	-0.031469979296065265	0.005235834405643292	0.13471643035863223	0.207803158056109	0.6945417561306364	0.7383816592928444	0.13440262249019502	0.1395909900565941	0.12813318586646513	-0.03709455561964692	0.2194256585521266	0.20386824407245613	-0.031469979296065265	0.1251946434132669	-0.02541441742703038	-0.015408008109479654	-0.07249437896027906	0.2247828635370595	0.11728301428874885	0.2167269691065963	0.1063376187092193	0.6945417561306364	-0.021647670771819668	-0.01887635984302801	0.04407424411359612	0.14045738749742998	0.022712638295381785	0.33257672336059185	-0.07855804638542493	0.04962869045462778	0.09352517985611522	-0.004633529907329847	0.1312692630989072	0.6235795454545455	0.011752740422645881	0.150361283817845	0.6479704797047974	0.016218243179899526	1.0	0.08005920344456449	0.7593513513513516	0.10648012644149189	-0.0539772727272731	0.18718343459508996	-0.01887635984302801	0.2292569951256293	0.1289042821158697	0.7383816592928444	0.15977618899595977	-0.04722256741642917	-0.04481887110362154	0.2137923225002832	-0.012335853561480285	-0.03975935129479569	0.005235834405643292	-0.015408008109479654	0.2292569951256293	0.1097565818210697	-0.04954771412272864	0.1770702634880808	0.10995741317996213	-0.04954771412272864	-0.004973577867578708	0.051861221539574114	0.05093513728611329	0.03294475418145	0.012422360248448894
negative regulation of biological process	-0.0236051502145918	-0.026910656620021196	0.041073099719247774	0.3376839766731461	0.13907797029702973	0.1574564723694171	0.16498343702027973	-0.030839320133169153	-0.04446690247599855	0.051591912619101996	0.07909323036681794	0.024060888779769574	-0.04085495701553708	0.005338226707815961	0.03186254066227397	-0.007695789950203414	0.763132327223266	-0.027989197151975568	0.02214022140221385	0.07183395492135554	-0.03434816549570654	-0.01411684667063468	0.12754542129008667	0.22058823529411764	0.07622588891471016	0.0681939264784232	0.7261163376175966	0.25502700592178057	0.07029970931203856	-0.01411684667063468	0.18279612733575054	0.256698297516048	-0.00676554774915387	0.06684571769621021	8.850340738113847E-4	-0.016067190067554905	0.026104710514802502	0.2294214136594096	0.6873686351617063	0.20205373687461364	0.6185974319175958	0.07622588891471016	-0.04392684070658071	0.008853554973349128	0.08479473224484306	0.0846633803302422	-0.032330727441367564	0.3757834561608931	0.012840412022011324	0.11782793734263237	0.04255319148936156	0.02792465300727061	0.5283298724414119	0.06351480420248275	0.4457355333488261	0.5745896304866582	0.059468412335357816	0.024881724198353005	0.08005920344456449	1.0	0.0642824807605254	0.7261163376175966	-0.03772683858643707	0.20229637361527325	-0.019875327491191207	0.2107994284425061	0.6467647875590113	0.0681939264784232	0.544010589013898	-0.05401424011784886	-0.024619960343687963	0.23582185197052236	-0.07185886402753887	-0.017685699848408357	-0.04115996258185134	-0.016067190067554905	0.22275701286004346	0.19997659723847397	-0.03129560564293871	0.058321622164224214	0.04875254582484742	-0.03129560564293871	-0.0405912199426434	-0.0377877018206809	0.11058519793459504	-0.016067190067554905	-0.03434816549570654
positive regulation of cellular process	-0.020539152759949577	0.0030270270270265544	0.17706347044402082	-0.02604286702005023	0.06216340975534711	0.18246348455203185	0.18832374234267707	-0.025806451612902088	-0.03470715835140841	0.18389793224812964	0.11954397394136795	0.1731253145445413	0.0021429664778811913	0.07541850220264168	0.13145374449339145	-0.009105960264898719	0.09051680883090686	-0.04026170105686856	0.042168674698796066	0.06225425950196419	-0.028218694885362834	0.026349972165524	0.12332847455478795	0.18190453573972928	0.9300483941926969	0.9776213933849398	0.09962248322147535	0.11130278774496306	0.1192867097880859	-0.03265912043050594	0.19693315739181844	0.181219235138205	-0.028218694885362834	0.11694789345219152	-0.023250986090927808	-0.014585232452141552	-0.05728900255754437	0.2090208108780366	0.10958603272208091	0.19731917486291234	0.09056244041944829	0.9300483941926969	-2.9958058717754354E-4	-0.017656146546014613	0.04848013481107001	0.12914042997131053	0.03292785234899269	-0.06348486566148918	-0.061010486177310995	0.054323320378760316	0.09627329192546573	0.016156754898591755	0.11361826387045376	0.8507042253521128	-0.04927408710954655	0.14140399346979798	0.8783101178631566	0.0383064516129054	0.7593513513513516	0.0642824807605254	1.0	0.09962248322147535	-0.04507042253521059	0.17908076687005792	-0.017656146546014613	0.21287128712871248	0.12053468541138512	0.9776213933849398	0.15084017194216393	-0.04026170105686856	-0.03850120316259861	0.18937536485697562	0.019245003700961032	-0.03470715835140841	0.026349972165524	-0.014585232452141552	0.21287128712871248	0.09208390935865825	-0.04193971166448326	0.24295457470081094	0.10488573151933535	-0.04193971166448326	0.0265728800312612	0.09073579870377307	0.05847520355292326	0.05788514129444122	0.034097589653145105
negative regulation of cellular process	-0.022365110427732936	-0.06105484985072833	0.12836026963372069	0.03364233531831274	0.09292285552757366	0.23816170016834776	0.24582772149675006	-0.028756290438533696	-0.04026170105687002	0.07790786738155252	0.1652652695377523	-0.009826243259435532	-0.05709349059084201	-0.003547708427868784	-0.003547708427868784	-0.06711409395973217	0.8812480982545435	-0.009826243259435532	0.0566343042071192	0.09971689210443554	-0.03178386968613342	-0.037531453917344734	0.15617390580449161	0.23563525371995447	0.1127037969143229	0.10386019637730011	0.8362700228832953	0.16345894414965345	0.15308739396330634	0.003156054079414595	0.26561533259471337	0.2769723492164389	0.010329757647995201	0.14984994308185878	0.01802461228784649	-0.015482872072769629	0.0837859319115103	0.31725289580406596	0.9576238561994729	0.2872519992252137	0.8799395922476713	0.1127037969143229	-0.059215396002961336	0.026299549014955483	0.06333355232901913	0.16665662614311386	-0.06424485125858007	0.0018802122820310756	0.06953183991945586	0.0825791280491787	0.13141683778234112	0.07070379089211748	0.7728725937011083	0.09059711736444766	0.008316008316008063	0.8284901774915826	0.08624121999774728	0.056973400431344426	0.10648012644149189	0.7261163376175966	0.09962248322147535	1.0	-0.018531228551818664	0.2904695534030618	-0.01898884405411716	0.29721403696758614	0.9121493032107557	0.10386019637730011	0.7919057686499545	-0.04793289394847152	-0.006737559866872035	0.25301612357650266	-0.07744433688286617	-2.516356316050933E-4	-0.037531453917344734	-0.015482872072769629	0.3099919635681756	0.1298209434673117	-0.012818496382510014	0.15009489871015202	0.13305012372172476	-0.012818496382510014	-0.008456659619450687	-0.03470715835141028	0.19961277831558505	-0.015482872072769629	-0.03178386968613342
chemical homeostasis	-0.019230769230770096	-0.0539772727272731	-0.06498503634031685	-0.05190839694656502	-0.07564575645756468	-0.07078166364776367	-0.0705547652916073	-0.023774145616642994	0.7937743190661476	-0.04236006051437116	-0.07397206374188464	-0.03552397868561441	0.4657824933687007	-0.03268384663733648	-0.03268384663733648	-0.04507042253521059	-0.0215615811826201	0.027235050325636053	0.06401766004414985	0.14614499424625998	0.6580645161290318	-0.029470864032151392	-0.07418738049713197	-0.07225433526011538	-0.04236006051437116	-0.04420951465641296	-0.054907343857241414	-0.07350177490081405	-0.06172171088251216	0.18352310783656972	-0.07078166364776367	-0.06048758049677988	0.20215053763440768	-0.05057323475838467	0.14186584425597326	-0.01391304347826148	0.5898538263112637	-0.05839231547017198	-0.015178894109143132	-0.07127659574468101	-0.050753370340999186	-0.04236006051437116	0.4519131334022759	0.07172643869891653	-0.05610369510543618	-0.0728259640393532	-0.054907343857241414	-0.05245410266017254	0.7057890563045205	-0.07664210189041967	-0.04672897196261664	0.15975609756097445	-0.04667863554757446	-0.03921568627450842	-0.04236006051437116	-0.048842105263156396	-0.040318302387266636	0.1337295690936085	-0.0539772727272731	-0.03772683858643707	-0.04507042253521059	-0.018531228551818664	1.0	-0.06150815366093899	-0.016680567139283498	-0.07166624008190457	-0.05190839694656502	-0.04420951465641296	-0.0474308300395253	0.905861456483126	0.8707317073170723	-0.07241746538871123	-0.0057755775577537005	-0.031128404669262116	-0.029470864032151392	0.1704347826086938	-0.07166624008190457	-0.0745836350470676	0.9390103567318762	-0.06596942880128669	-0.052269043760129676	-0.036823935558112766	-8.78348704433232E-4	0.04570637119113583	-0.04950495049504937	-0.01391304347826148	-0.025806451612904395
regulation of cellular process	-0.0248891538432878	-0.048253087798056364	0.5205076938371976	-0.08920859904639081	0.3894041119151492	0.7756900429360049	0.7893953240032446	-0.03306807915547676	-0.049253456221198255	0.08826304710749783	0.6015411617844437	0.032052222385213096	-0.06545595804603266	-0.029858436173605726	0.028656247699894388	0.018341336606852728	0.24398657467835183	-0.0262578847000148	0.049453464926244084	0.039562156027676376	-0.037135868356682304	-0.03348434114634593	0.5869591530805114	0.7688336349879833	0.15750889163097898	0.17191493465785798	0.22342730648051648	0.585917750197945	0.6324620037370214	-0.03348434114634593	0.8049478634226129	0.8087391078990346	-0.02535023348899253	0.6243084370677732	-0.0171584428465163	-0.016651917587964995	0.059261561263641176	0.8807082478867605	0.270041200706298	0.8407119944141428	0.23553154864367568	0.15750889163097898	-0.06939007986039553	-0.00890835344763194	0.29697862932940317	0.6655304727216066	-0.04474168120966517	-0.04793064348483415	0.04299875348726769	0.3220003921056073	0.5445783132530122	-0.02221378626272018	0.1933386905261643	0.13571194046185822	-0.050228641939464504	0.2145431114717323	0.14300281635427806	0.01415789017734524	0.18718343459508996	0.20229637361527325	0.17908076687005792	0.2904695534030618	-0.06150815366093899	1.0	-0.00890835344763194	0.870795252761364	0.24940547319601067	0.17191493465785798	0.2004310344827584	-0.06124394895115166	-0.045578672805867845	0.7839035631980146	-0.0284458421184295	-0.037529953917050586	-0.021740200906046652	-0.016651917587964995	0.870795252761364	0.4885398242253729	-0.05357121066054871	0.5563276248837336	0.5802526375549985	-0.01864619815246422	-0.005172413793103676	-0.005894757612006855	0.22156309187721093	-0.004761251885181573	-0.0017789637536135983
chaperone cofactor-dependent protein refolding	-0.01156737998843644	0.028513238289204226	-0.020064947065501337	-0.018616875650222284	-0.0047072066310214706	-0.0051220540084933935	-0.004743502562486219	-0.013069759843158803	-0.015020653398421381	-0.017224409448820387	0.010889211696477035	0.4920127795527144	-0.016876887546634516	-0.01537369914853259	0.5487228003784294	-0.017656146546014613	-0.01914003382889646	-0.01597444089456851	-0.018752930145334693	-0.01623211930607705	-0.013661202185789091	-0.014623770273857915	0.009915791058580615	0.01880306481673248	-0.017224409448820387	-0.017522474478134903	-0.01898884405411716	-0.009529777599110856	-0.0090519998032171	-0.014623770273857915	-0.0051220540084933935	0.016830552309934122	-0.013661202185789091	-0.009192383453709882	-0.01238061549346003	-0.009405125793560572	-0.01811008343574088	-0.006783213729457336	-0.018816110659073407	-0.005941843818788984	-0.01846615500028721	-0.017224409448820387	-0.017057569296374316	-0.0105932203389811	-0.007527430466955828	-0.008456659619450326	0.026299549014955483	-0.01868659903897421	-0.01846615500028721	0.005816164148206603	-0.011500261369576477	-0.015689790429224373	-0.017897707716662575	-0.016680567139283498	-0.017224409448820387	-0.018206931190354544	-0.016876887546634516	-0.013069759843158803	-0.01887635984302801	-0.019875327491191207	-0.017656146546014613	-0.01898884405411716	-0.016680567139283498	-0.00890835344763194	1.0	-0.006581568656385789	-0.018616875650222284	-0.017522474478134903	-0.018007202881151565	-0.01597444089456851	-0.015689790429224373	0.018039980497318822	-0.018298261665141598	-0.015020653398421381	-0.014623770273857915	-0.009405125793560572	-0.006581568656385789	-0.0015417854280993352	-0.01623211930607705	-0.020157820988716883	-0.009910848144290883	-0.01623211930607705	-0.018007202881151565	-0.014174344436567215	-0.018298261665141598	0.6635316247354798	-0.013661202185789091
regulation of nitrogen compound metabolic process	-0.02471969630087386	-0.0533487733283064	0.626577943047265	-0.07762867797163767	0.4701931587442078	0.9012734343511366	0.9163231295500394	-0.03276961788284892	-0.04859423811176643	0.03815728245695685	0.7151306157047082	0.04921488492148824	-0.06190888079066393	-0.024978007239584255	0.043812463044951705	-0.040610840745091366	0.2837171599048516	-0.019186921918692187	0.07017543859649156	0.058714179488646226	-0.036759879217539856	-0.030835279272484254	0.7001657174422371	0.8910619744627841	0.19958543085578923	0.21738581705487212	0.2844361103669972	0.699089224460829	0.7092422531551966	-0.030835279272484254	0.9324502445560409	0.9123036381835639	-0.022843639228042438	0.7008868583714056	-0.01475960621487936	-0.016575893914279095	-0.05566006418059095	0.9899318234586404	0.31092629845144387	0.9590461267681211	0.282059000602047	0.19958543085578923	-0.0656957013574658	-0.006581568656385789	0.3794267653185832	0.7433322842320069	-0.04778998124832597	-0.02942653545978949	-0.07038476273876616	0.3813721823953915	0.6220703124999999	-0.015214702752452043	0.24372061973241366	0.17251087791144074	-0.04255679174245934	0.26962603285834486	0.18158614919955196	0.02305576686757558	0.2292569951256293	0.2107994284425061	0.21287128712871248	0.29721403696758614	-0.07166624008190457	0.870795252761364	-0.006581568656385789	1.0	0.311875663463894	0.21738581705487212	0.25240294594931983	-0.06022800602280059	-0.05637205556674064	0.9064908533754295	-0.08931077177053261	-0.03479694550503242	-0.016998564114464456	-0.016575893914279095	0.9898897838066976	0.6001378513813082	-0.06406223188239987	0.6664094340077652	0.6560788822417521	-0.036778584911056546	9.986268880290037E-4	-0.0129745454545457	0.27816756087494837	-0.0024567842765805302	-0.008927399238545752
negative regulation of nitrogen compound metabolic process	-0.021850899742930644	-0.05132241813601927	0.13276394232802025	0.04992696853007548	0.10995275267050136	0.2511993662064815	0.258852003466101	-0.02791174961518647	-0.038625390514058604	0.09626315152981155	0.1803243475459134	-0.0029526238088829564	-0.053858018258368175	0.0032505224053876324	0.0032505224053876324	-0.06268725512790983	0.8730069516343737	-0.0029526238088829564	0.07504363001745198	0.11984887092522613	-0.03075531433740266	-0.03610561374716469	0.17142438575195676	0.24976794554455453	0.1347200386987553	0.125112195121951	0.8828657376143404	0.17797782363211706	0.16716858646105506	0.009943524641598983	0.27919191326418313	0.26833250865907965	0.01718679330619829	0.1640029248929277	0.02505109795084237	-0.015234681303911934	0.06910010842067202	0.3066113922687628	0.9543555229498262	0.2880997972516333	0.9023408175800178	0.1347200386987553	-0.05574227395688115	0.03361988720363485	0.08196614157788092	0.18046230518966216	-0.054208361470931554	0.01578619853928406	0.055961236606839056	0.0873878231739452	0.14727085478887736	0.08703973751367175	0.8578876806196927	0.10992366412213794	0.01934937719192179	0.9150610776737058	0.10521489015798988	0.0699846074910221	0.1289042821158697	0.6467647875590113	0.12053468541138512	0.9121493032107557	-0.05190839694656502	0.24940547319601067	-0.018616875650222284	0.311875663463894	1.0	0.125112195121951	0.8775173324529546	-0.04563145886458087	-0.043383157127232286	0.26750428326670445	-0.07160909856781823	0.006532235160466462	-0.03610561374716469	-0.015234681303911934	0.311875663463894	0.14543355362688087	-0.04779896318425534	0.1563630516922582	0.14761295446523098	-0.005887004656884418	0.0026411356883461025	-0.03348434114634719	0.19629317607413638	-0.015234681303911934	-0.03075531433740266
positive regulation of nitrogen compound metabolic process	-0.020358486390792817	0.005850305312809478	0.18185560408900653	-0.02380487804878032	0.06636067591476696	0.18694831679551965	0.1928432818442912	-0.025521880851651416	-0.03419438766028669	0.18999100988912118	0.12376221480668267	0.17928423950447325	0.004175365344468989	0.07903945939423163	0.1365994931820918	-0.007037297677691681	0.0946312364425163	-0.03957329662766823	0.04553177030241257	0.06559579112330023	-0.02787878787878741	0.02851323828920503	0.12754665116033206	0.1862974570555795	0.9523524123464193	1.0	0.10386019637730011	0.1155170626648395	0.12351748001431817	-0.03220468431771744	0.20146709685274208	0.18558474244014717	-0.02787878787878741	0.12117346938775508	-0.023019731198168643	-0.014493895234345777	-0.05590520421893237	0.21351474928297284	0.11397577828962047	0.2018188432157149	0.0946573516940593	0.9523524123464193	0.0017354907865854683	-0.017522474478134903	0.05271337909597215	0.1333963813742813	0.036227003651058395	-0.06178999078906937	-0.059443524613333444	0.05855263157894737	0.10046607975142419	0.01822993237283005	0.11814041574604293	0.8726573762614133	-0.048246928378782	0.14639965913932737	0.9004175365344476	0.04064082113877548	0.7383816592928444	0.0681939264784232	0.9776213933849398	0.10386019637730011	-0.04420951465641296	0.17191493465785798	-0.017522474478134903	0.21738581705487212	0.125112195121951	1.0	0.15605095541401284	-0.03957329662766823	-0.037871214348720456	0.19377486543412115	0.022091125894313612	-0.03419438766028669	0.02851323828920503	-0.014493895234345777	0.21738581705487212	0.09627394568802185	-0.04119326131975012	0.24813767192796873	0.10908928231912579	-0.04119326131975012	0.029458598726114817	0.09475819645311223	0.062005773816996304	0.060653800708938554	0.03636363636363791
negative regulation of RNA metabolic process	-0.021015761821366972	-0.037923531240285004	0.1631021387167703	0.0026411356883461025	0.10667282382821514	0.28378378378378377	0.29177572668411633	-0.02656336469286231	-0.03609022556390851	0.12324234904880131	0.1688906204344015	0.007490636704121479	-0.04905335628227293	0.013712047012733219	0.013712047012733219	-0.05627198124267323	0.7543453070683661	0.007490636704121479	0.10054434838296498	0.15025194686211768	-0.029126213592232775	-0.033880903490759826	0.160963124466774	0.23134064379200556	0.1670802315963589	0.15605095541401284	0.7919057686499545	0.18612800164897436	0.1971410283763599	0.020533880903491647	0.28378378378378377	0.2161002596816075	0.028047464940670057	0.1939163498098861	0.03636363636363793	-0.01482396541074803	0.093192573716782	0.2479950647748305	0.8328075709779177	0.2662698926122394	0.8735945485519587	0.1670802315963589	-0.050611556305354966	0.04561824729892149	0.07017543859649121	0.21071349188708594	-0.040471156750225744	0.0351105331599477	0.07904599659284467	0.06897442521312316	0.1395348837209302	0.11201531833413203	0.9800226159065205	0.13877909530083646	0.03556658395367886	0.9620615604867576	0.13339070567986222	0.09075816270060669	0.15977618899595977	0.544010589013898	0.15084017194216393	0.7919057686499545	-0.0474308300395253	0.2004310344827584	-0.018007202881151565	0.25240294594931983	0.8775173324529546	0.15605095541401284	1.0	-0.042134831460674725	-0.040210627094301114	0.22546972860125267	-0.06335797254487943	0.017042606516292864	-0.033880903490759826	-0.01482396541074803	0.25240294594931983	0.14631512642850725	-0.04397617956939923	0.18770104068117285	0.17726589884827257	0.00458085203848064	0.01851851851851829	-0.03156233561283677	0.08588525167194723	-0.01482396541074803	-0.029126213592232775
transition metal ion homeostasis	-0.018298261665142635	-0.04722256741642917	-0.055438033408709154	-0.04563145886458087	-0.06301390916775529	-0.05960202740754645	-0.05944106226930628	-0.022365110427730556	0.8856937455068294	-0.03808487486398275	-0.061848208704806534	-0.03246753246753206	0.512269938650307	-0.03007866728366498	-0.03007866728366498	-0.04026170105686856	-0.04890809827115617	0.03636363636363795	0.07665505226480848	0.16649192702872684	0.7439613526570051	-0.02733598409542798	-0.061998657761017775	-0.06064281382656148	-0.03808487486398275	-0.03957329662766823	-0.04793289394847152	-0.06151910238036977	-0.04977145759268616	0.20974155069582479	-0.05960202740754645	-0.060940332471940764	0.2318840579710154	-0.038544358311800364	0.16511085180863197	-0.01341831600134051	0.539271008082964	-0.06031516799048578	-0.04684730311471287	-0.05995257482886658	-0.04473647420662698	-0.03808487486398275	0.4961789375582484	0.08562300319489	-0.043226553454264766	-0.06104496852961252	-0.04793289394847152	-0.046052631578946755	0.6221165944359011	-0.06370376683143007	-0.034321372854914135	0.18206217848356177	-0.04154018213772028	-0.03552397868561441	-0.03808487486398275	-0.043244855353412444	-0.03642638036809702	0.1554375174727429	-0.04722256741642917	-0.05401424011784886	-0.04026170105686856	-0.04793289394847152	0.905861456483126	-0.06124394895115166	-0.01597444089456851	-0.06022800602280059	-0.04563145886458087	-0.03957329662766823	-0.042134831460674725	1.0	0.8221874301051226	-0.06075768406004287	0.0026258205689303547	-0.028756290438534733	-0.02733598409542798	0.1999329084199928	-0.06022800602280059	-0.062275159466731005	0.9666596770811485	-0.056152845305758856	-0.040131512049622314	-0.03355001048437857	0.007490636704121479	0.05625806451613073	-0.04376367614879595	-0.01341831600134051	-0.024154589371979455
